state,county,candidate,party,votes,combined,combined 2,winner,Color,Percent of Vote,Percentage Democrat,Lat,Lon
Maine,Seboeis Plt.,Joe Biden,DEM,22,"Seboeis Plt., Maine22","Seboeis Plt., Maine",1,#2cc5e6,0.54,0.54,45.3631091,-68.7111424
Maine,Veazie,Joe Biden,DEM,645,"Veazie, Maine645","Veazie, Maine",1,#2cc5e6,0.53,0.53,44.8386814,-68.7053114
Maine,Abbot,Donald Trump,REP,288,"Abbot, Maine288","Abbot, Maine",1,#D74247,0.69,0.31,45.1861838,-69.4523477
Maine,Atkinson,Donald Trump,REP,122,"Atkinson, Maine122","Atkinson, Maine",1,#D74247,0.71,0.29,45.1868588,-69.0910809
Maine,Brownville,Donald Trump,REP,467,"Brownville, Maine467","Brownville, Maine",1,#D74247,0.60,0.40,45.3070685,-69.03339
Maine,Dover-Foxcroft,Donald Trump,REP,1356,"Dover-Foxcroft, Maine1356","Dover-Foxcroft, Maine",1,#D74247,0.58,0.42,45.1833421,-69.2270821
Maine,Greenville,Donald Trump,REP,644,"Greenville, Maine644","Greenville, Maine",1,#D74247,0.56,0.44,45.4594863,-69.5905814
Maine,Guilford,Donald Trump,REP,466,"Guilford, Maine466","Guilford, Maine",1,#D74247,0.63,0.37,45.1689375,-69.3844783
Maine,Medford,Donald Trump,REP,112,"Medford, Maine112","Medford, Maine",1,#D74247,0.68,0.32,45.2853307,-68.8517011
Maine,Milo,Donald Trump,REP,781,"Milo, Maine781","Milo, Maine",1,#D74247,0.63,0.37,45.2533339,-68.986263
Maine,Monson,Donald Trump,REP,289,"Monson, Maine289","Monson, Maine",1,#D74247,0.61,0.39,45.2869936,-69.5011619
Maine,Parkman,Donald Trump,REP,333,"Parkman, Maine333","Parkman, Maine",1,#D74247,0.68,0.32,45.1336651,-69.4331038
Maine,Sangerville,Donald Trump,REP,479,"Sangerville, Maine479","Sangerville, Maine",1,#D74247,0.64,0.36,45.1645956,-69.357317
Maine,Sebec,Donald Trump,REP,305,"Sebec, Maine305","Sebec, Maine",1,#D74247,0.71,0.29,45.2714408,-69.1167087
Maine,Arrowsic,Joe Biden,DEM,260,"Arrowsic, Maine260","Arrowsic, Maine",1,#2cc5e6,0.70,0.70,43.8498037,-69.7781014
Maine,Bath,Joe Biden,DEM,3421,"Bath, Maine3421","Bath, Maine",1,#2cc5e6,0.67,0.67,43.9106353,-69.8206023
Maine,Bowdoin,Donald Trump,REP,1079,"Bowdoin, Maine1079","Bowdoin, Maine",1,#D74247,0.57,0.43,44.0495825,-69.9696243
Maine,Bowdoinham,Joe Biden,DEM,1123,"Bowdoinham, Maine1123","Bowdoinham, Maine",1,#2cc5e6,0.54,0.54,44.0091821,-69.8968927
Maine,Georgetown,Joe Biden,DEM,525,"Georgetown, Maine525","Georgetown, Maine",1,#2cc5e6,0.63,0.63,43.8021196,-69.752359
Maine,Phippsburg,Joe Biden,DEM,794,"Phippsburg, Maine794","Phippsburg, Maine",1,#2cc5e6,0.51,0.51,43.820638,-69.8147684
Maine,Richmond,Donald Trump,REP,1056,"Richmond, Maine1056","Richmond, Maine",1,#D74247,0.51,0.49,44.0880682,-69.8025788
Maine,Topsham,Joe Biden,DEM,3944,"Topsham, Maine3944","Topsham, Maine",1,#2cc5e6,0.60,0.60,43.9275435,-69.9759459
Maine,West Bath,Joe Biden,DEM,737,"West Bath, Maine737","West Bath, Maine",1,#2cc5e6,0.53,0.53,43.8750808,-69.859214
Maine,Woolwich,Donald Trump,REP,1062,"Woolwich, Maine1062","Woolwich, Maine",1,#D74247,0.49,0.51,43.9187038,-69.8009529
Maine,Anson,Donald Trump,REP,796,"Anson, Maine796","Anson, Maine",1,#D74247,0.65,0.35,44.7983618,-69.8892408
Maine,Athens,Donald Trump,REP,332,"Athens, Maine332","Athens, Maine",1,#D74247,0.65,0.35,44.9231142,-69.6728296
Maine,Bingham,Donald Trump,REP,349,"Bingham, Maine349","Bingham, Maine",1,#D74247,0.60,0.40,45.0586793,-69.8823059
Maine,Canaan,Donald Trump,REP,749,"Canaan, Maine749","Canaan, Maine",1,#D74247,0.65,0.35,44.7617295,-69.5614376
Maine,Cornville,Donald Trump,REP,471,"Cornville, Maine471","Cornville, Maine",1,#D74247,0.61,0.39,44.8367272,-69.6731067
Maine,Detroit,Donald Trump,REP,276,"Detroit, Maine276","Detroit, Maine",1,#D74247,0.63,0.37,44.7927823,-69.2960151
Maine,Embden,Donald Trump,REP,375,"Embden, Maine375","Embden, Maine",1,#D74247,0.66,0.34,44.9181137,-69.8667244
Maine,Fairfield,Donald Trump,REP,1843,"Fairfield, Maine1843","Fairfield, Maine",1,#D74247,0.54,0.46,44.5884052,-69.5986469
Maine,Hartland,Donald Trump,REP,610,"Hartland, Maine610","Hartland, Maine",1,#D74247,0.68,0.32,44.8965211,-69.512853
Maine,Highland Plt.,Donald Trump,REP,71,"Highland Plt., Maine71","Highland Plt., Maine",1,#D74247,0.61,0.39,45.0751866,-70.0617497
Maine,Madison,Donald Trump,REP,1411,"Madison, Maine1411","Madison, Maine",1,#D74247,0.59,0.41,44.7975466,-69.8797486
Maine,Moscow,Donald Trump,REP,194,"Moscow, Maine194","Moscow, Maine",1,#D74247,0.71,0.29,45.0713866,-69.8910751
Maine,Norridgewock,Donald Trump,REP,1128,"Norridgewock, Maine1128","Norridgewock, Maine",1,#D74247,0.60,0.40,44.7130794,-69.7905955
Maine,Palmyra,Donald Trump,REP,800,"Palmyra, Maine800","Palmyra, Maine",1,#D74247,0.69,0.31,44.8464519,-69.3586588
Maine,Pittsfield,Donald Trump,REP,1156,"Pittsfield, Maine1156","Pittsfield, Maine",1,#D74247,0.57,0.43,44.7825145,-69.3833847
Maine,Ripley,Donald Trump,REP,195,"Ripley, Maine195","Ripley, Maine",1,#D74247,0.65,0.35,44.9911704,-69.3717134
Maine,Skowhegan,Donald Trump,REP,2215,"Skowhegan, Maine2215","Skowhegan, Maine",1,#D74247,0.53,0.47,44.7650366,-69.7193803
Maine,Smithfield,Donald Trump,REP,342,"Smithfield, Maine342","Smithfield, Maine",1,#D74247,0.55,0.45,44.6303411,-69.8294968
Maine,Solon,Donald Trump,REP,365,"Solon, Maine365","Solon, Maine",1,#D74247,0.59,0.41,44.949502,-69.858391
Maine,Starks,Donald Trump,REP,237,"Starks, Maine237","Starks, Maine",1,#D74247,0.62,0.38,44.7306156,-69.9661707
Maine,Belfast,Joe Biden,DEM,2847,"Belfast, Maine2847","Belfast, Maine",1,#2cc5e6,0.67,0.67,44.4259092,-69.0064234
Maine,Belmont,Donald Trump,REP,319,"Belmont, Maine319","Belmont, Maine",1,#D74247,0.53,0.47,44.3776275,-69.111907
Maine,Brooks,Donald Trump,REP,317,"Brooks, Maine317","Brooks, Maine",1,#D74247,0.53,0.47,44.5503501,-69.120873
Maine,Burnham,Donald Trump,REP,389,"Burnham, Maine389","Burnham, Maine",1,#D74247,0.60,0.40,44.6927723,-69.4292308
Maine,Frankfort,Donald Trump,REP,441,"Frankfort, Maine441","Frankfort, Maine",1,#D74247,0.65,0.35,44.6086733,-68.8744635
Maine,Freedom,Donald Trump,REP,236,"Freedom, Maine236","Freedom, Maine",1,#D74247,0.50,0.50,44.5298272,-69.2967536
Maine,Islesboro,Joe Biden,DEM,309,"Islesboro, Maine309","Islesboro, Maine",1,#2cc5e6,0.69,0.69,44.2938855,-68.9085778
Maine,Jackson,Donald Trump,REP,191,"Jackson, Maine191","Jackson, Maine",1,#D74247,0.57,0.43,44.6147933,-69.1208748
Maine,Knox,Donald Trump,REP,540,"Knox, Maine540","Knox, Maine",1,#D74247,0.54,0.46,44.517294,-69.2133749
Maine,Liberty,Donald Trump,REP,308,"Liberty, Maine308","Liberty, Maine",1,#D74247,0.52,0.48,44.3893688,-69.3026507
Maine,Lincolnville,Joe Biden,DEM,1059,"Lincolnville, Maine1059","Lincolnville, Maine",1,#2cc5e6,0.64,0.64,44.2811973,-69.0087018
Maine,Monroe,Joe Biden,DEM,308,"Monroe, Maine308","Monroe, Maine",1,#2cc5e6,0.51,0.51,44.6150724,-69.018094
Maine,Montville,Joe Biden,DEM,346,"Montville, Maine346","Montville, Maine",1,#2cc5e6,0.53,0.53,44.4372947,-69.2803202
Maine,Morrill,Donald Trump,REP,355,"Morrill, Maine355","Morrill, Maine",1,#D74247,0.58,0.42,44.4431297,-69.1492059
Maine,Northport,Joe Biden,DEM,670,"Northport, Maine670","Northport, Maine",1,#2cc5e6,0.60,0.60,44.3377823,-68.9613175
Maine,Palermo,Donald Trump,REP,537,"Palermo, Maine537","Palermo, Maine",1,#D74247,0.57,0.43,44.4059902,-69.4672352
Maine,Prospect,Donald Trump,REP,242,"Prospect, Maine242","Prospect, Maine",1,#D74247,0.57,0.43,44.5531298,-68.8647555
Maine,Searsmont,Donald Trump,REP,481,"Searsmont, Maine481","Searsmont, Maine",1,#D74247,0.51,0.49,44.3617419,-69.1950411
Maine,Searsport,Joe Biden,DEM,843,"Searsport, Maine843","Searsport, Maine",1,#2cc5e6,0.52,0.52,44.463934,-68.9038627
Maine,Stockton Springs,Joe Biden,DEM,529,"Stockton Springs, Maine529","Stockton Springs, Maine",1,#2cc5e6,0.50,0.50,44.4895196,-68.8569762
Maine,Swanville,Donald Trump,REP,454,"Swanville, Maine454","Swanville, Maine",1,#D74247,0.55,0.45,44.5211855,-68.9978129
Maine,Waldo,Donald Trump,REP,340,"Waldo, Maine340","Waldo, Maine",1,#D74247,0.57,0.43,44.5125736,-69.0761483
Maine,Winterport,Donald Trump,REP,1238,"Winterport, Maine1238","Winterport, Maine",1,#D74247,0.53,0.47,44.6377864,-68.8449792
Maine,Addison,Donald Trump,REP,451,"Addison, Maine451","Addison, Maine",1,#D74247,0.64,0.36,44.6184102,-67.7441645
Maine,Alexander,Donald Trump,REP,224,"Alexander, Maine224","Alexander, Maine",1,#D74247,0.73,0.27,45.0886862,-67.4683278
Maine,Baileyville,Donald Trump,REP,421,"Baileyville, Maine421","Baileyville, Maine",1,#D74247,0.63,0.37,45.1815281,-67.441251
Maine,Calais,Donald Trump,REP,856,"Calais, Maine856","Calais, Maine",1,#D74247,0.56,0.44,45.1889633,-67.2786038
Maine,Cherryfield,Donald Trump,REP,417,"Cherryfield, Maine417","Cherryfield, Maine",1,#D74247,0.65,0.35,44.6072991,-67.9258366
Maine,Columbia Falls,Donald Trump,REP,204,"Columbia Falls, Maine204","Columbia Falls, Maine",1,#D74247,0.61,0.39,44.6538001,-67.7273744
Maine,Cooper,Donald Trump,REP,62,"Cooper, Maine62","Cooper, Maine",1,#D74247,0.62,0.38,44.959521,-67.4397144
Maine,East Machias,Donald Trump,REP,528,"East Machias, Maine528","East Machias, Maine",1,#D74247,0.65,0.35,44.7391789,-67.3900603
Maine,Eastport,Joe Biden,DEM,474,"Eastport, Maine474","Eastport, Maine",1,#2cc5e6,0.57,0.57,44.9061906,-66.9899785
Maine,Grand Lake Stream Plt,Donald Trump,REP,60,"Grand Lake Stream Plt, Maine60","Grand Lake Stream Plt, Maine",1,#D74247,0.61,0.39,45.1795158,-67.7744458
Maine,Harrington,Donald Trump,REP,363,"Harrington, Maine363","Harrington, Maine",1,#D74247,0.67,0.33,44.6193327,-67.8109953
Maine,Lubec,Joe Biden,DEM,457,"Lubec, Maine457","Lubec, Maine",1,#2cc5e6,0.52,0.52,44.8585863,-66.9835907
Maine,Machias,Donald Trump,REP,461,"Machias, Maine461","Machias, Maine",1,#D74247,0.52,0.48,44.7150789,-67.461376
Maine,Machiasport,Donald Trump,REP,336,"Machiasport, Maine336","Machiasport, Maine",1,#D74247,0.59,0.41,44.6972521,-67.3955242
Maine,Marshfield,Donald Trump,REP,208,"Marshfield, Maine208","Marshfield, Maine",1,#D74247,0.66,0.34,44.7331326,-67.4774923
Maine,Milbridge,Donald Trump,REP,391,"Milbridge, Maine391","Milbridge, Maine",1,#D74247,0.53,0.47,44.5353556,-67.8808344
Maine,Northfield,Donald Trump,REP,81,"Northfield, Maine81","Northfield, Maine",1,#D74247,0.62,0.38,44.8289649,-67.5705504
Maine,Princeton,Donald Trump,REP,340,"Princeton, Maine340","Princeton, Maine",1,#D74247,0.73,0.27,45.2234034,-67.5721648
Maine,Steuben,Donald Trump,REP,409,"Steuben, Maine409","Steuben, Maine",1,#D74247,0.61,0.39,44.5107169,-67.9652562
Maine,Topsfield,Donald Trump,REP,100,"Topsfield, Maine100","Topsfield, Maine",1,#D74247,0.81,0.19,45.4188893,-67.7357917
Maine,Acton,Donald Trump,REP,930,"Acton, Maine930","Acton, Maine",1,#D74247,0.57,0.43,43.5233821,-70.9277544
Maine,Alfred,Joe Biden,DEM,983,"Alfred, Maine983","Alfred, Maine",1,#2cc5e6,0.49,0.49,43.4764994,-70.7161687
Maine,Arundel,Joe Biden,DEM,1405,"Arundel, Maine1405","Arundel, Maine",1,#2cc5e6,0.50,0.50,43.4243008,-70.5141622
Maine,Berwick,Joe Biden,DEM,3186,"Berwick, Maine3186","Berwick, Maine",1,#2cc5e6,0.67,0.67,43.2683199,-70.8635506
Maine,Biddeford,Joe Biden,DEM,7019,"Biddeford, Maine7019","Biddeford, Maine",1,#2cc5e6,0.63,0.63,43.4925843,-70.4533844
Maine,Buxton,Donald Trump,REP,2686,"Buxton, Maine2686","Buxton, Maine",1,#D74247,0.51,0.49,43.6378583,-70.5189422
Maine,Cornish,Donald Trump,REP,478,"Cornish, Maine478","Cornish, Maine",1,#D74247,0.51,0.49,43.8047977,-70.8011731
Maine,Dayton,Donald Trump,REP,756,"Dayton, Maine756","Dayton, Maine",1,#D74247,0.55,0.45,43.5358694,-70.5704598
Maine,Eliot,Joe Biden,DEM,2839,"Eliot, Maine2839","Eliot, Maine",1,#2cc5e6,0.60,0.60,43.1531427,-70.8000544
Maine,Hollis,Donald Trump,REP,1535,"Hollis, Maine1535","Hollis, Maine",1,#D74247,0.53,0.47,43.6346754,-70.6208974
Maine,Kennebunk,Joe Biden,DEM,5368,"Kennebunk, Maine5368","Kennebunk, Maine",1,#2cc5e6,0.65,0.65,43.3845306,-70.54399
Maine,Kennebunkport,Joe Biden,DEM,1777,"Kennebunkport, Maine1777","Kennebunkport, Maine",1,#2cc5e6,0.64,0.64,43.3617327,-70.4767274
Maine,Kittery,Joe Biden,DEM,4418,"Kittery, Maine4418","Kittery, Maine",1,#2cc5e6,0.69,0.69,43.0881256,-70.736137
Maine,Lebanon,Donald Trump,REP,2178,"Lebanon, Maine2178","Lebanon, Maine",1,#D74247,0.62,0.38,43.4006697,-70.919379
Maine,Limerick,Donald Trump,REP,948,"Limerick, Maine948","Limerick, Maine",1,#D74247,0.51,0.49,43.6884112,-70.7936719
Maine,Limington,Donald Trump,REP,1357,"Limington, Maine1357","Limington, Maine",1,#D74247,0.59,0.41,43.7317442,-70.7108924
Maine,Lyman,Donald Trump,REP,1537,"Lyman, Maine1537","Lyman, Maine",1,#D74247,0.52,0.48,43.5050963,-70.6379682
Maine,Newfield,Donald Trump,REP,575,"Newfield, Maine575","Newfield, Maine",1,#D74247,0.60,0.40,43.6481341,-70.8470062
Maine,North Berwick,Donald Trump,REP,1557,"North Berwick, Maine1557","North Berwick, Maine",1,#D74247,0.50,0.50,43.3037349,-70.7333524
Maine,Ogunquit,Joe Biden,DEM,731,"Ogunquit, Maine731","Ogunquit, Maine",1,#2cc5e6,0.69,0.69,43.2468352,-70.5986223
Maine,Old Orchrd Bch,Joe Biden,DEM,3708,"Old Orchrd Bch, Maine3708","Old Orchrd Bch, Maine",1,#2cc5e6,0.60,0.60,43.5177659,-70.3772911
Maine,Parsonsfield,Donald Trump,REP,564,"Parsonsfield, Maine564","Parsonsfield, Maine",1,#D74247,0.53,0.47,43.7270214,-70.9286755
Maine,Saco,Joe Biden,DEM,7794,"Saco, Maine7794","Saco, Maine",1,#2cc5e6,0.62,0.62,43.5009176,-70.4428286
Maine,Sanford,Joe Biden,DEM,5382,"Sanford, Maine5382","Sanford, Maine",1,#2cc5e6,0.49,0.49,43.4391627,-70.7742804
Maine,Shapleigh,Donald Trump,REP,1034,"Shapleigh, Maine1034","Shapleigh, Maine",1,#D74247,0.58,0.42,43.5406359,-70.8481164
Maine,South Berwick,Joe Biden,DEM,2748,"South Berwick, Maine2748","South Berwick, Maine",1,#2cc5e6,0.59,0.59,43.2345292,-70.8095018
Maine,Waterboro,Donald Trump,REP,2471,"Waterboro, Maine2471","Waterboro, Maine",1,#D74247,0.55,0.45,43.5354332,-70.7145912
Maine,Wells,Joe Biden,DEM,4465,"Wells, Maine4465","Wells, Maine",1,#2cc5e6,0.56,0.56,43.3222329,-70.5805209
Maine,York,Joe Biden,DEM,6117,"York, Maine6117","York, Maine",1,#2cc5e6,0.63,0.63,43.1617483,-70.6482581
Maryland,Allegany County,Donald Trump,REP,19939,"Allegany County, Maryland19939","Allegany County, Maryland",1,#D74247,0.70,0.30,39.6255251,-78.6114999
Maryland,Anne Arundel County,Joe Biden,DEM,133998,"Anne Arundel County, Maryland133998","Anne Arundel County, Maryland",1,#2cc5e6,0.54,0.54,38.9530109,-76.5488232
Maryland,Baltimore County,Joe Biden,DEM,177865,"Baltimore County, Maryland177865","Baltimore County, Maryland",1,#2cc5e6,0.59,0.59,39.4647665,-76.7336521
Maryland,Calvert County,Donald Trump,REP,24786,"Calvert County, Maryland24786","Calvert County, Maryland",1,#D74247,0.52,0.48,38.4949503,-76.5025742
Maryland,Caroline County,Donald Trump,REP,9237,"Caroline County, Maryland9237","Caroline County, Maryland",1,#D74247,0.70,0.30,38.9105018,-75.8533954
Maryland,Carroll County,Donald Trump,REP,54176,"Carroll County, Maryland54176","Carroll County, Maryland",1,#D74247,0.63,0.37,39.5423418,-77.0564464
Maryland,Cecil County,Donald Trump,REP,28257,"Cecil County, Maryland28257","Cecil County, Maryland",1,#D74247,0.63,0.37,39.5739403,-75.946324
Maryland,Charles County,Joe Biden,DEM,42306,"Charles County, Maryland42306","Charles County, Maryland",1,#2cc5e6,0.65,0.65,38.5221781,-77.1024902
Maryland,Dorchester County,Donald Trump,REP,7804,"Dorchester County, Maryland7804","Dorchester County, Maryland",1,#D74247,0.58,0.42,38.4152819,-76.1783739
Maryland,Frederick County,Joe Biden,DEM,65506,"Frederick County, Maryland65506","Frederick County, Maryland",1,#2cc5e6,0.52,0.52,39.3844507,-77.4701972
Maryland,Garrett County,Donald Trump,REP,11654,"Garrett County, Maryland11654","Garrett County, Maryland",1,#D74247,0.77,0.23,39.5681243,-79.2902133
Maryland,Harford County,Donald Trump,REP,69468,"Harford County, Maryland69468","Harford County, Maryland",1,#D74247,0.60,0.40,39.5838964,-76.3637285
Maryland,Howard County,Joe Biden,DEM,122060,"Howard County, Maryland122060","Howard County, Maryland",1,#2cc5e6,0.71,0.71,39.2873463,-76.964306
Maryland,Kent County,Joe Biden,DEM,4830,"Kent County, Maryland4830","Kent County, Maryland",1,#2cc5e6,0.50,0.50,39.2713804,-76.1319953
Maryland,Montgomery County,Joe Biden,DEM,265188,"Montgomery County, Maryland265188","Montgomery County, Maryland",1,#2cc5e6,0.77,0.77,39.1547426,-77.2405153
Maryland,Prince George's County,Joe Biden,DEM,326546,"Prince George's County, Maryland326546","Prince George's County, Maryland",1,#2cc5e6,0.90,0.90,38.7849211,-76.8720961
Maryland,Queen Anne's County,Donald Trump,REP,18179,"Queen Anne's County, Maryland18179","Queen Anne's County, Maryland",1,#D74247,0.63,0.37,39.0263572,-76.1319953
Maryland,St. Mary's County,Donald Trump,REP,30245,"St. Mary's County, Maryland30245","St. Mary's County, Maryland",1,#D74247,0.56,0.44,38.1060259,-76.3637285
Maryland,Somerset County,Donald Trump,REP,5405,"Somerset County, Maryland5405","Somerset County, Maryland",1,#D74247,0.60,0.40,38.0862333,-75.8533954
Maryland,Talbot County,Donald Trump,REP,10524,"Talbot County, Maryland10524","Talbot County, Maryland",1,#D74247,0.49,0.51,38.7803973,-76.1319953
Maryland,Washington County,Donald Trump,REP,38232,"Washington County, Maryland38232","Washington County, Maryland",1,#D74247,0.61,0.39,39.641762,-77.719993
Maryland,Wicomico County,Donald Trump,REP,21878,"Wicomico County, Maryland21878","Wicomico County, Maryland",1,#D74247,0.51,0.49,38.3941813,-75.667356
Maryland,Worcester County,Donald Trump,REP,15386,"Worcester County, Maryland15386","Worcester County, Maryland",1,#D74247,0.65,0.35,38.1584227,-75.4344727
Maryland,Baltimore city,Joe Biden,DEM,165350,"Baltimore city, Maryland165350","Baltimore city, Maryland",1,#2cc5e6,0.87,0.87,39.2903848,-76.6121893
Massachusetts,Barnstable,Joe Biden,DEM,15685,"Barnstable, Massachusetts15685","Barnstable, Massachusetts",1,#2cc5e6,0.58,0.58,41.7003208,-70.3002024
Massachusetts,Bourne,Joe Biden,DEM,5988,"Bourne, Massachusetts5988","Bourne, Massachusetts",1,#2cc5e6,0.53,0.53,41.7412773,-70.5989325
Massachusetts,Brewster,Joe Biden,DEM,4905,"Brewster, Massachusetts4905","Brewster, Massachusetts",1,#2cc5e6,0.66,0.66,41.7600902,-70.0827905
Massachusetts,Chatham,Joe Biden,DEM,3043,"Chatham, Massachusetts3043","Chatham, Massachusetts",1,#2cc5e6,0.61,0.61,41.6820897,-69.9597664
Massachusetts,Dennis,Joe Biden,DEM,6179,"Dennis, Massachusetts6179","Dennis, Massachusetts",1,#2cc5e6,0.60,0.60,41.7353062,-70.1939429
Massachusetts,Eastham,Joe Biden,DEM,2840,"Eastham, Massachusetts2840","Eastham, Massachusetts",1,#2cc5e6,0.70,0.70,41.8299634,-69.9740361
Massachusetts,Falmouth,Joe Biden,DEM,13911,"Falmouth, Massachusetts13911","Falmouth, Massachusetts",1,#2cc5e6,0.64,0.64,41.5532208,-70.6085886
Massachusetts,Harwich,Joe Biden,DEM,5761,"Harwich, Massachusetts5761","Harwich, Massachusetts",1,#2cc5e6,0.61,0.61,41.6716498,-70.0622231
Massachusetts,Mashpee,Joe Biden,DEM,5977,"Mashpee, Massachusetts5977","Mashpee, Massachusetts",1,#2cc5e6,0.58,0.58,41.647872,-70.4819674
Massachusetts,Orleans,Joe Biden,DEM,3227,"Orleans, Massachusetts3227","Orleans, Massachusetts",1,#2cc5e6,0.68,0.68,41.7898354,-69.9897323
Massachusetts,Provincetown,Joe Biden,DEM,2399,"Provincetown, Massachusetts2399","Provincetown, Massachusetts",1,#2cc5e6,0.92,0.92,42.0584412,-70.1786425
Massachusetts,Sandwich,Joe Biden,DEM,7519,"Sandwich, Massachusetts7519","Sandwich, Massachusetts",1,#2cc5e6,0.55,0.55,41.7589615,-70.4939317
Massachusetts,Truro,Joe Biden,DEM,1386,"Truro, Massachusetts1386","Truro, Massachusetts",1,#2cc5e6,0.79,0.79,41.99477,-70.0490107
Massachusetts,Wellfleet,Joe Biden,DEM,1887,"Wellfleet, Massachusetts1887","Wellfleet, Massachusetts",1,#2cc5e6,0.78,0.78,41.9305468,-70.0309753
Massachusetts,Yarmouth,Joe Biden,DEM,9025,"Yarmouth, Massachusetts9025","Yarmouth, Massachusetts",1,#2cc5e6,0.59,0.59,41.7056291,-70.2286681
Massachusetts,Alford,Joe Biden,DEM,271,"Alford, Massachusetts271","Alford, Massachusetts",1,#2cc5e6,0.83,0.83,42.2356442,-73.4134456
Massachusetts,Cheshire,Joe Biden,DEM,1121,"Cheshire, Massachusetts1121","Cheshire, Massachusetts",1,#2cc5e6,0.58,0.58,42.5620278,-73.162881
Massachusetts,Egremont,Joe Biden,DEM,782,"Egremont, Massachusetts782","Egremont, Massachusetts",1,#2cc5e6,0.80,0.80,42.1777247,-73.4415929
Massachusetts,Great Barrington,Joe Biden,DEM,3364,"Great Barrington, Massachusetts3364","Great Barrington, Massachusetts",1,#2cc5e6,0.82,0.82,42.1959798,-73.362008
Massachusetts,Hancock,Joe Biden,DEM,257,"Hancock, Massachusetts257","Hancock, Massachusetts",1,#2cc5e6,0.54,0.54,42.543138,-73.3237182
Massachusetts,Hinsdale,Joe Biden,DEM,771,"Hinsdale, Massachusetts771","Hinsdale, Massachusetts",1,#2cc5e6,0.64,0.64,42.4386967,-73.1253799
Massachusetts,Lanesborough,Joe Biden,DEM,1230,"Lanesborough, Massachusetts1230","Lanesborough, Massachusetts",1,#2cc5e6,0.65,0.65,42.5173058,-73.2281596
Massachusetts,Lee,Joe Biden,DEM,2404,"Lee, Massachusetts2404","Lee, Massachusetts",1,#2cc5e6,0.69,0.69,42.3042151,-73.2481951
Massachusetts,Monterey,Joe Biden,DEM,481,"Monterey, Massachusetts481","Monterey, Massachusetts",1,#2cc5e6,0.81,0.81,42.1792563,-73.2120526
Massachusetts,Mount Washington,Joe Biden,DEM,101,"Mount Washington, Massachusetts101","Mount Washington, Massachusetts",1,#2cc5e6,0.83,0.83,42.0850246,-73.4516852
Massachusetts,New Marlborough,Joe Biden,DEM,677,"New Marlborough, Massachusetts677","New Marlborough, Massachusetts",1,#2cc5e6,0.71,0.71,42.1111825,-73.2529464
Massachusetts,North Adams,Joe Biden,DEM,4174,"North Adams, Massachusetts4174","North Adams, Massachusetts",1,#2cc5e6,0.71,0.71,42.700915,-73.1087148
Massachusetts,Otis,Joe Biden,DEM,550,"Otis, Massachusetts550","Otis, Massachusetts",1,#2cc5e6,0.54,0.54,42.1930224,-73.0919689
Massachusetts,Peru,Joe Biden,DEM,299,"Peru, Massachusetts299","Peru, Massachusetts",1,#2cc5e6,0.56,0.56,42.4381417,-73.0459339
Massachusetts,Pittsfield,Joe Biden,DEM,16158,"Pittsfield, Massachusetts16158","Pittsfield, Massachusetts",1,#2cc5e6,0.75,0.75,42.4500845,-73.2453824
Massachusetts,Richmond,Joe Biden,DEM,827,"Richmond, Massachusetts827","Richmond, Massachusetts",1,#2cc5e6,0.78,0.78,42.3729519,-73.3676804
Massachusetts,Sandisfield,Joe Biden,DEM,305,"Sandisfield, Massachusetts305","Sandisfield, Massachusetts",1,#2cc5e6,0.59,0.59,42.1125914,-73.1431637
Massachusetts,Savoy,Joe Biden,DEM,226,"Savoy, Massachusetts226","Savoy, Massachusetts",1,#2cc5e6,0.57,0.57,42.5667512,-73.0287112
Massachusetts,Sheffield,Joe Biden,DEM,1541,"Sheffield, Massachusetts1541","Sheffield, Massachusetts",1,#2cc5e6,0.71,0.71,42.1099885,-73.3551436
Massachusetts,Stockbridge,Joe Biden,DEM,1098,"Stockbridge, Massachusetts1098","Stockbridge, Massachusetts",1,#2cc5e6,0.81,0.81,42.2875874,-73.3203862
Massachusetts,Tyringham,Joe Biden,DEM,233,"Tyringham, Massachusetts233","Tyringham, Massachusetts",1,#2cc5e6,0.74,0.74,42.2459215,-73.2037171
Massachusetts,Washington,Joe Biden,DEM,510,"Washington, Massachusetts510","Washington, Massachusetts",1,#2cc5e6,0.62,0.62,42.36592,-73.116214
